id;Name;Name on Shirt;Nationality;Height(cm);Weight(Kg);Stronger foot;Favorite side;Reg. Pos.;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency;P01 Classic No.10;P02 Anchor Man;P03 Trickster;P04 Darting Run;P05 Mazing Run;P06 Pinpoint Pass;P07 Early Cross;P08 Box to Box;P09 Cut Back Pass;P10 Incisive Run;P11 Long Ranger;P12 Enforcer;P13 Goal Poacher;P14 Dummy Runner;P15 Free Roaming;P16 Extra Attacker;P17 Chasing Back;P18 Talisman;P19 Fox in the Box;P20 Track Back;P21 Offensive Fullback;P22 180 Drag;P23 Flick(Sombrero);H01 Attack Minded;H02 Defence Master;S01 Weighted Pass;S02 Double Touch;S03 Run Around;S04 PK Taker;S05 1-touch play;S06 Outside Curve;S07 Lunging Tackle;S08 Diving Header;S09 Covering;S10 GK Long Throw;S11 Penalty Saver;S12 1-on-1 Keeper;S13 Long Throw;S14 Speed Merchant;S15 Shoulder Feint Skills;S16 Roulette Skills;S17 Flip Flap Skills;S18 Turning Skills;S19 Scissors Skills;S20 Flicking Skills;S21 Step On Skills;S22 Deft Touch Skills;S23 Super-Sub;S24 Long Range Drive;S25 Flip Flap Skills;S26 Jumping Volley;S27 Scissor Kick;S28 Knuckle Shot;S29 Heel Flick
46189;EDSON ALVES;EDSON;Brazil;178;76;R;R;CB; CB;1;62;83;84;83;82;84;79;77;77;76;76;77;78;63;82;62;63;84;84;77;87;50;82;7;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46190;ROBERTO FIRMINO;R. FIRMINO;Brazil;181;75;R;R;SS; AMF SS CF;2;86;56;86;88;82;83;82;86;81;86;81;81;77;84;84;79;82;82;83;87;81;50;86;6;6;6;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0
46191;MAURO;MAURO;Brazil;175;77;R;R;RB; CB RB RMF;1;72;73;83;84;82;79;80;79;80;78;76;79;80;69;83;78;77;78;80;81;81;45;80;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46192;WALDIR PERES;WALDIR PERES;Brazil;180;80;R;R;GK; GK;1;30;87;83;68;68;90;79;57;59;67;68;64;66;47;81;46;47;47;87;59;81;87;79;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46193;R. MORUNGABA;RENATO;Brazil;182;75;R;R;AMF; AMF SS;1;84;53;80;83;87;80;83;88;86;85;81;82;79;84;79;81;86;82;84;89;81;40;80;6;6;6;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
46194;ÉDSON BOARO;EDSON;Brazil;173;66;R;R;RB; RB RMF;1;76;68;78;87;81;78;83;81;80;81;78;84;81;73;84;75;81;77;80;82;76;50;81;7;5;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46195;FUMAGALLI;FUMAGALLI;Brazil;177;73;R;R;SS; AMF SS;1;79;42;77;83;83;77;83;83;81;82;81;81;80;78;83;83;83;75;75;83;71;40;81;6;6;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
46196;BOZÓ;BOZO;Brazil;172;63;R;R;LWF; LWF;1;79;42;74;81;88;80;87;86;86;78;76;80;77;78;80;72;75;73;73;84;75;40;77;6;5;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
46197;SÉRGIO NERY;S. NERY;Brazil;185;82;R;R;GK; GK;1;30;83;87;66;69;87;79;51;51;54;57;57;60;45;83;45;46;45;84;53;78;84;77;7;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46198;BRANCO;BRANCO;Brazil;179;78;L;R;LB; LB LMF;1;77;72;84;88;83;83;82;83;85;82;83;86;91;74;96;86;89;73;75;84;84;40;86;7;5;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46201;CAPITÃO;CAPITAO;Brazil;174;68;R;R;RWF; RWF;1;80;45;77;82;85;78;85;86;85;82;77;82;79;79;81;73;77;74;73;85;79;40;78;3;5;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
46202;ANDERSON LIMA;A. LIMA;Brazil;181;80;R;R;RB; RB RMF;1;74;68;80;85;82;73;83;79;80;79;80;86;83;78;84;90;88;70;74;81;74;40;80;7;4;4;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46203;NENECA;NENECA;Brazil;182;83;R;R;GK; GK;2;31;85;87;67;69;88;81;50;51;52;55;58;61;45;83;45;47;45;84;54;81;84;76;7;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46204;JAN WOUTERS;WOUTERS;Netherlands;176;75;R;R;DMF; CWP DMF CMF;1;74;79;84;91;77;87;78;78;76;84;86;80;84;73;85;73;74;75;75;83;94;45;89;6;5;5;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46205;PHILLIP COCU;COCU;Netherlands;185;76;L;R;CMF; CWP DMF CMF LMF AMF;1;77;77;84;90;78;86;78;81;77;85;83;86;84;79;85;77;78;86;84;84;90;50;96;8;5;4;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46207;ZUZA;ZUZA;Brazil;170;68;R;R;CF; AMF SS CF;1;87;34;78;81;86;87;87;83;84;79;78;78;77;87;83;77;82;83;82;84;82;50;80;7;7;6;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
46208;JÚLIO CÉSAR;J. CESAR;Brazil;189;85;R;R;CB; CWP CB;1;70;87;93;84;81;86;79;80;77;80;82;84;81;74;89;82;79;86;90;81;80;50;81;7;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46209;DEQUINHA;DEQUINHA;Brazil;165;63;R;R;DMF; DMF CMF;1;71;78;79;92;83;86;85;82;80;84;82;84;82;72;82;69;74;74;77;85;87;50;88;7;5;6;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
46211;ALTIN LALA;LALA;Albania;172;64;R;R;DMF; DMF CMF RMF;1;69;76;80;86;80;82;82;80;79;79;77;76;78;71;83;70;75;76;79;81;88;50;83;6;5;5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46216;TERRY COOPER;COOPER;England;174;69;L;R;LB; LB LMF;1;77;74;82;88;85;83;86;82;86;75;77;85;82;71;78;70;75;76;85;80;76;50;79;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
46221;OTTAVIO BIANCHI;BIANCHI;Italy;172;72;R;R;DMF; DMF CMF;1;73;79;81;90;82;85;83;79;82;80;82;78;79;73;84;70;74;77;84;79;87;50;88;7;5;5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46222;K. H. RIEDLE;RIEDLE;Germany;179;72;R;R;CF; CF;1;88;36;84;84;84;91;85;80;81;74;71;69;69;85;81;69;71;95;97;80;80;50;78;6;6;6;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46223;MARCO BODE;BODE;Germany;190;85;L;R;LMF; LB LMF AMF LWF SS CF;1;84;50;87;86;85;82;83;81;82;80;79;80;81;84;88;77;75;87;86;81;84;50;85;7;5;4;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46224;ALDO OLIVIERI;OLIVIERI;Italy;180;76;R;R;GK; GK;1;30;92;81;68;69;96;83;53;56;55;60;61;64;44;80;44;46;47;94;54;88;89;79;7;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46225;PIETRO RAVA;RAVA;Italy;175;75;L;R;CB; CB LB;2;64;92;87;84;83;87;81;75;74;76;79;74;78;68;86;67;68;83;86;77;88;50;87;7;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46226;CHIELLINI;CHIELLINI;Italy;186;78;L;R;CB; CB LB;2;68;89;90;85;82;89;80;73;81;74;83;74;83;67;84;65;71;86;87;75;69;50;72;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46227;TRAPATTONI;TRAPATTONI;Italy;175;73;R;R;DMF; CB DMF;2;71;79;81;88;79;84;81;78;77;77;78;79;79;67;82;65;71;77;82;79;89;50;84;7;5;5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46228;F. POLETTI;POLETTI;Italy;173;72;R;R;RB; RB;1;77;76;81;90;84;81;85;81;83;80;78;82;82;74;83;76;82;73;80;81;84;50;83;7;5;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
46229;TRICELLA;TRICELLA;Italy;183;75;R;R;CWP; CWP CB;1;69;85;83;85;80;85;78;78;79;80;81;82;78;67;84;65;68;82;84;78;86;50;88;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46232;SERGIO SEGA;SEGA;Italy;175;71;R;R;CF; LWF RWF CF;1;84;41;79;83;83;86;85;80;83;77;74;78;76;85;82;71;75;84;85;79;77;50;79;6;6;5;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46233;ARNALDO PORTA;MANIERO;Brazil;171;68;R;R;CF; CF;1;87;32;77;79;85;88;84;84;82;77;69;73;70;86;79;69;69;81;84;83;76;50;74;7;6;6;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46235;INSIGNE;INSIGNE;Italy;163;59;R;R;SS; LMF AMF LWF SS CF;1;85;50;75;81;83;78;91;90;85;86;83;89;82;80;83;83;90;70;73;91;78;40;83;7;6;5;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0
46236;AUGUSTO;AUGUSTO;Brazil;177;76;R;R;CB; CB RB;1;62;86;86;87;82;85;80;73;74;76;74;75;75;62;83;61;63;82;83;77;92;50;85;7;5;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46237;ZÉ MARIA;ZE MARIA;Brazil;176;80;R;R;RB; RB;1;74;76;91;93;84;83;86;80;81;78;77;84;80;69;86;69;81;79;84;80;81;50;84;8;5;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46239;ROQUE JÚNIOR;ROQUE JR;Brazil;186;76;R;R;CB; CB;1;65;85;86;84;77;85;78;73;74;74;74;73;73;66;80;65;68;83;83;76;82;50;79;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46240;DEL DEBBIO;DEL DEBBIO;Brazil;183;78;L;R;CB; CB LB;1;63;85;87;84;78;82;77;78;75;78;75;77;76;65;88;64;66;84;85;80;81;50;83;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46245;LUIZINHO;LUIZINHO;Brazil;167;60;L;R;LWF; LMF AMF LWF;1;84;39;74;83;85;80;90;94;90;83;81;83;83;81;81;78;81;71;77;91;78;40;79;6;5;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0
46246;FRANÇA;FRANCA;Brazil;172;66;L;R;LB; CB LB;2;64;77;77;87;83;81;80;75;78;75;76;77;77;65;79;66;72;73;82;77;81;50;84;7;5;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46247;PINHEIRO;PINHEIRO;Brazil;187;82;R;R;CB; CB;2;64;85;89;83;77;84;76;73;74;77;76;75;74;65;93;63;64;86;88;75;89;50;83;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46250;KICK SMIT;SMIT;Netherlands;182;78;L;R;SS; SS CF;1;91;59;83;85;82;88;83;91;84;86;77;84;79;87;90;73;77;87;84;88;88;50;88;7;7;6;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
46252;NENA;NENA;Brazil;186;83;L;R;CB; CB LB;2;65;84;87;82;78;84;77;78;75;81;79;80;78;68;84;67;71;90;86;78;86;50;83;7;6;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46253;ALISSON BECKER;ALISSON;Brazil;191;90;R;R;GK; GK;2;35;86;86;69;70;90;80;61;60;65;65;65;70;47;83;48;49;48;84;62;83;90;83;7;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46255;FEITIÇO;FEITICO;Brazil;174;70;R;R;CF; CF;2;90;40;77;83;84;90;87;84;84;82;78;78;77;90;84;82;84;92;88;85;83;50;81;6;6;6;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
46256;SYLVINHO;SYLVINHO;Brazil;173;67;L;R;LB; LB LMF;2;77;70;76;86;85;79;87;83;84;77;76;81;76;72;83;78;82;73;82;82;79;50;83;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
46258;ANDRÉS ESCOBAR;A. ESCOBAR;Colombia;184;79;L;R;CWP; CWP CB;1;68;87;87;87;82;87;81;77;77;78;79;80;80;66;83;74;70;86;85;80;86;50;86;7;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46259;LENTINI;LENTINI;Italy;181;78;R;R;LWF; LWF;1;81;48;81;82;84;79;87;88;92;84;82;86;78;82;81;80;81;72;76;90;75;40;79;6;8;6;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46260;BALONCIERI;BALONCIERI;Italy;182;77;R;R;SS; AMF SS;1;93;45;83;84;83;86;84;90;83;93;82;89;82;88;87;81;80;79;79;91;84;50;92;7;6;6;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0
46261;JACKSON;JACKSON;Brazil;175;72;R;R;AMF; AMF SS;1;86;40;80;84;83;84;85;85;84;87;84;85;83;85;84;83;82;77;78;85;83;45;84;7;7;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
46262;WALDO;WALDO;Brazil;179;73;R;R;CF; CF;1;91;35;84;83;80;91;83;79;80;78;78;74;76;89;85;73;76;88;87;81;82;50;79;7;6;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
46263;SICUPIRA;SICUPIRA;Brazil;178;76;R;R;AMF; AMF SS;1;85;40;81;84;83;86;84;86;83;85;84;84;83;84;84;84;84;78;80;86;79;50;84;7;7;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
46265;PITA;PITA;Brazil;173;70;L;R;AMF; CMF AMF SS;1;83;43;78;83;82;82;86;91;85;91;82;92;84;82;85;90;91;75;77;92;77;40;88;5;5;4;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
46266;CAJÚ;CAJU;Brazil;174;72;R;R;GK; GK;2;46;87;82;69;71;89;83;57;60;60;63;62;65;50;82;48;47;47;93;60;84;87;81;7;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46267;CÉLIO SILVA;C. SILVA;Brazil;180;81;R;R;CB; CB;1;65;83;88;84;78;85;78;71;72;74;74;75;78;70;96;82;76;83;84;73;85;50;80;7;5;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46268;KLÉBERSON;KLEBERSON;Brazil;176;70;R;R;CMF; DMF CMF LMF RMF AMF;1;77;67;78;88;82;80;83;82;84;82;82;82;80;78;85;76;79;73;78;83;75;50;85;6;6;6;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
46269;CIRENO;CIRENO;Brazil;174;71;R;R;LWF; LWF RWF SS;2;85;36;80;84;84;82;87;89;87;80;79;80;82;84;83;77;81;77;78;87;88;45;78;7;7;6;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0
46270;PAULO ISIDORO;P. ISIDORO;Brazil;174;70;R;R;AMF; DMF CMF LMF RMF AMF LWF RWF SS;2;83;62;80;87;87;82;89;87;87;84;82;83;83;80;83;80;82;73;79;86;81;50;89;7;6;5;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
46271;M. CARIOCA;MARCELINHO;Brazil;165;62;R;R;AMF; AMF SS;1;84;40;72;81;83;83;85;89;86;88;85;89;88;84;85;98;98;70;76;89;79;40;79;6;6;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
46272;JULIO PEPICELLI;PEPICELLI;Brazil;176;73;R;R;LB; LB RB;1;71;78;85;93;83;84;83;76;77;77;76;78;78;70;83;72;76;78;83;77;92;50;96;8;6;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46273;ZÉ MÁRIO;ZE MARIO;Brazil;178;75;L;R;LB; LB LMF;1;73;68;79;85;83;78;86;79;82;78;79;84;83;74;83;75;82;71;78;81;79;45;83;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46274;MARCÃO;MARCAO;Brazil;185;83;L;R;LB; CB LB;1;67;81;86;86;79;83;78;73;76;73;74;77;77;67;83;66;68;82;83;76;88;50;87;7;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46275;LAIO;LAIO;Brazil;176;76;R;R;GK; GK;1;30;84;84;73;73;87;85;55;59;58;60;60;63;44;84;44;45;45;94;56;83;86;77;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46277;PAULO BAIER;P. BAIER;Brazil;181;78;R;R;AMF; RB CMF RMF AMF;1;78;56;78;85;79;81;80;82;78;85;79;86;81;81;84;87;86;73;73;84;79;40;84;6;6;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46278;SAPATÃO;SAPATAO;Brazil;191;86;R;R;CB; CB;2;57;83;91;82;77;82;75;73;72;74;74;74;73;64;85;62;65;89;83;74;82;50;78;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46279;WÉVERTON;WEVERTON;Brazil;189;87;R;R;GK; GK;2;32;86;87;69;71;88;80;58;60;61;64;63;69;45;84;46;49;48;85;61;85;88;81;4;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46280;NEM;NEM;Brazil;182;81;R;R;CB; CB;2;61;83;86;83;82;83;78;74;74;75;75;77;75;65;85;64;67;83;84;75;86;50;79;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
